id,codorigem,munorigem,coddest,mundest,VAR01
2747,2204907,ISAÍAS COELHO,2208007,PICOS,1
14283,3556701,Vinhedo,3550308,São Paulo,1
19122,5102850,CASTANHEIRA,5103403,Cuiabá,2
14335,3528403,MAIRINQUE,3550605,São Roque,4
2726,2206357,MILTON BRANDÃO,2207900,Pedro II,2
12439,3525300,Jaú,3506003,Bauru,3
15521,4103800,CAMBIRA,4115200,Maringá,1
16482,4217808,Taió,4205407,Florianópolis,1
4815,2500205,AGUIAR,2507507,João Pessoa,1
6924,2920106,MAIRI,2906006,Campo Formoso,1
19,1100148,Nova Brasilândia d'Oeste,1100049,Cacoal,2
9339,3127602,GOUVEIA,3120904,Curvelo,1
3750,2305332,Ibicuitinga,2311306,Quixadá,5
14315,3542602,Registro,3550336,São Paulo,1
16648,4203600,CAMPOS NOVOS,4209300,Lages,1
16132,4218608,TROMBUDO CENTRAL,4202404,Blumenau,1
5479,2613602,SÃO JOSÉ DO EGITO,2604106,Caruaru,1
16833,4200606,Águas Mornas,4216602,São José,2
3456,2307304,Juazeiro do Norte,2304403,Fortaleza,1
18685,4311775,MAQUINÉ,4323002,Viamão,1
4219,2413359,SERRA DO MEL,2408003,Mossoró,5
8990,3122470,DOM BOSCO,3108206,Bonfinópolis de Minas,1
6093,2606408,Gravatá,2616407,Vitória de Santo Antão,3
8318,2918308,JITAÚNA,2933307,Vitória da Conquista,1
9785,3113503,CARBONITA,3132503,Itamarandiba,2
1645,2104503,GOVERNADOR ARCHER,2103000,Caxias,1
11477,3200300,ALFREDO CHAVES,3200300,Alfredo Chaves,1
3071,2209955,SÃO JOÃO DA VARJOTA,2211001,Teresina,2
12984,3503901,ARUJÁ,3523107,ITAQUAQUECETUBA,1
18073,4316907,Santa Maria,4314902,Porto Alegre,5
11459,3201159,BREJETUBA,3200102,Afonso Cláudio,2
13220,3546405,SANTA CRUZ DO RIO PARDO,3529005,Marília,2
19965,5200159,ADELÂNDIA,5210000,INHUMAS,1
4548,2515104,SÃO SEBASTIÃO DE LAGOA DE ROÇA,2501104,AREIA,1
8754,3142908,Monte Azul,3106200,Belo Horizonte,2
20210,5212253,LAGOA SANTA,5218508,QUIRINÓPOLIS,2
3349,2302503,Brejo Santo,2304400,Fortaleza,1
1887,2107456,OLINDA NOVA DO MARANHÃO,2108306,Penalva,1
19497,5207501,ESTRELA DO NORTE,5201108,Anápolis,1
8543,3129400,Ibertioga,3105608,Barbacena,5
10666,3103108,ANTÔNIO PRADO DE MINAS,3152105,Ponte Nova,1
19400,5104542,Itanhangá,5107909,Sinop,1
1006,1600808,VITÓRIA DO JARI,1600279,Laranjal do Jari,2
13639,3542602,REGISTRO,3542602,Registro,6
10201,3143005,MONTE BELO,3143005,Monte Belo,1
701,1502301,CAPITÃO POÇO,1502400,Castanhal,1
6773,2903409,BELMONTE,2903409,Belmonte,2
3658,2306504,ITAPIÚNA,2307650,Maracanaú,1
12586,3512209,CONCHAL,3509502,Campinas,1
14126,3525003,Jandira,3550308,São Paulo,2
5872,2606705,Ibirajuba,2611606,Recife,1
3084,2210623,SEBASTIÃO BARROS,2211001,Teresina,1
1795,2105500,JOÃO LISBOA,2105302,Imperatriz,6
16533,4205704,GAROPABA,4207304,Imbituba,3
6595,2806602,Santo Amaro das Brotas,2804003,Maruim,2
8447,3148707,Pedra Azul,3101706,Almenara,2
2797,2205854,Madeiro,2208403,Piripiri,1
8558,3105905,BARROSO,3105905,Barroso,1
9299,3119104,CORINTO,3119104,Corinto,2
16953,4212403,PEDRAS GRANDES,4218707,TUBARÃO,6
11301,3148103,Patrocínio,3170107,Uberaba,1
6312,2709004,TANQUE D'ARCA,2706307,PALMEIRA DOS ÍNDIOS,4
3509,2313708,UMARI,2305704,Ipaumirim,1
19996,5203104,Baliza,5210208,Iporá,2
5034,2507002,Itaporanga,2510808,Patos,2
1025,1600709,Tartarugalzinho,1600303,Macapá,6
5367,2602308,BONITO,2601904,Bezerros,1
5217,2502300,Bom Sucesso,2516201,Sousa,2
4951,2514453,SÃO JOSÉ DOS RAMOS,2507507,João Pessoa,2
18583,4321667,TRÊS CACHOEIRAS,4321501,Torres,4
19524,5214705,NOVA AMÉRICA,5201108,Anápolis,1
1250,1710706,ITAGUATINS,1710706,Itaguatins,1
12524,3536802,PEDRA BELA,3507605,Bragança Paulista,6
15770,4121752,RESERVA DO IGUAÇU,4119301,Pinhão,1
3531,2310258,PARAIPABA,2306306,ITAPAGÉ,1
19753,5203962,BURITINÓPOLIS,5208707,Goiânia,1
8950,3128105,GUAPÉ,3107109,Boa Esperança,1
12106,3305802,Teresópolis,3305802,Teresópolis,6
4364,2411429,SANTANA DO SERIDÓ,2408904,Parelhas,2
11549,3202504,IBIRAÇU,3201506,Colatina,1
1799,2107258,NOVA COLINAS,2105302,Imperatriz,1
15816,4117602,PALMAS,4119905,Ponta Grossa,1
3583,2301802,BAIXIO,2307304,Juazeiro do Norte,1
7413,2914653,ITABELA,2914653,Itabela,2
2990,2205540,LAGOINHA DO PIAUÍ,2211001,Teresina,3
14874,4117214,NOVA SANTA BÁRBARA,4106407,CORNÉLIO PROCÓPIO,2
16356,4215604,SANTA ROSA DE LIMA,4204608,Criciúma,1
10547,3171907,VIRGOLÂNDIA,3148608,Peçanha,2
9455,3123205,DORES DO INDAIÁ,3123205,Dores do Indaiá,2
7797,2927101,Rodelas,2924009,Paulo Afonso,5
17611,4311304,LAGOA VERMELHA,4311304,Lagoa Vermelha,5
9268,3127305,GALILÉIA,3118403,Conselheiro Pena,1
8836,3158003,SANTA MARIA DE ITABIRA,3106200,Belo Horizonte,1
11033,3167806,SOLEDADE DE MINAS,3163706,São Lourenço,4
19285,5106000,NORTELÂNDIA,5106000,NORTELÂNDIA,1
8457,3102308,ALVINÓPOLIS,3102308,Alvinópolis,1
17234,4316105,Ronda Alta,4304705,Carazinho,3
18642,4318002,SÃO BORJA,4322400,URUGUAIANA,5
11990,3301603,Duas Barras,3304557,Rio de Janeiro,1
3569,2310803,PEREIRO,2306900,JAGUARIBE,1
11166,3126752,FRANCISCÓPOLIS,3168606,Teófilo Otoni,6
17508,4320321,SENADOR SALGADO FILHO,4309001,Giruá,2
2510,2201101,AVELINO LOPES,2203909,Floriano,1
6484,2806107,ROSÁRIO DO CATETE,2800308,Aracaju,5
4458,2408300,NOVA CRUZ,2411502,Santo Antônio,1
17745,4301636,Balneário Pinhal,4313508,Osório,2
14757,4116703,Nova Aurora,4104808,Cascavel,3
19756,5204250,CACHOEIRA DOURADA,5208707,Goiânia,1
13172,3537156,PEDRINHAS PAULISTA,3528809,Maracaí,1
12431,3518107,GUARANTÃ,3506003,Bauru,1
12701,3502705,Apiaí,3510203,Capão Bonito,1
17680,4302659,Brochier,4312401,Montenegro,4
903,1507102,São Caetano de Odivelas,1506500,Santa Isabel do Pará,1
15697,4118105,PARANACITY,4118105,Paranacity,1
14560,4106852,CRUZMALTINA,4101408,Apucarana,3
19166,5106224,Nova Mutum,5103403,Cuiabá,3
17138,4318804,São Lourenço do Sul,4303509,Camaquã,1
6995,2902104,Araci,2908408,Conceição do Coité,1
3599,2308104,Mauriti,2307304,Juazeiro do Norte,4
5011,2515203,SÃO SEBASTIÃO DO UMBUZEIRO,2509701,Monteiro,4
12249,3518909,GUZOLÂNDIA,3502804,Araçatuba,1
10753,3110608,CAMBUÍ,3152501,Pouso Alegre,4
2775,2211506,VERA MENDES,2208007,PICOS,5
19674,5207600,FAZENDA NOVA,5207600,Fazenda Nova,1
9707,3121803,DIONÍSIO,3131307,Ipatinga,2
14444,3554003,TATUÍ,3554003,TATUÍ,5
12720,3510609,CARAPICUÍBA,3510609,Carapicuíba,3
240,1200708,XAPURI,1200708,Xapuri,1
1210,1700350,Aliança do Tocantins,1709500,Gurupi,6
19277,5106752,Pontes e Lacerda,5105622,Mirassol d'Oeste,1
11594,3204203,PIÚMA,3202603,Iconha,1
5035,2507804,Junco do Seridó,2510808,Patos,3
6105,2700706,BATALHA,2700300,Arapiraca,5
1303,1707207,DOIS IRMÃOS DO TOCANTINS,1716109,PARAÍSO DO TOCANTINS,1
13468,3511706,Charqueada,3538709,Piracicaba,6
17322,4312179,MATO QUEIMADO,4305207,Cerro Largo,1
8405,3166402,SERITINGA,3101201,Aiuruoca,1
4513,2503001,CAAPORÃ,2500601,Alhandra,1
5731,2605301,Exu,2609907,Ouricuri,3
8553,3160702,Santos Dumont,3105608,Barbacena,2
8027,2928505,Santa Teresinha,2927408,Salvador,2
8122,2922300,Muritiba,2928703,Santo Antônio de Jesus,1
3403,2308104,Mauriti,2304400,Fortaleza,1
3226,2303303,CARIÚS,2303303,Cariús,1
15607,4125357,SÃO JORGE DO PATROCÍNIO,4115200,Maringá,1
16056,4201000,ANITA GARIBALDI,4201000,Anita Garibaldi,1
20018,5210406,ITABERAÍ,5210406,Itaberaí,2
16384,4103156,Bom Jesus do Sul,4205001,Dionísio Cerqueira,1
19895,5219738,SANTO ANTÔNIO DE GOIÁS,5208707,Goiânia,4
7789,2911857,HELIÓPOLIS,2924009,Paulo Afonso,1
19959,5218052,PORTEIRÃO,5209101,Goiatuba,1
3219,2307635,MADALENA,2302800,CANINDÉ,1
17233,4315909,RODEIO BONITO,4304705,Carazinho,1
20141,5216403,PARAÚNA,5216403,Paraúna,1
4941,2513703,Santa Rita,2507507,João Pessoa,7
1397,1706506,DARCINÓPOLIS,1721000,Palmas,1
11734,3203809,Muqui,3205309,Vitória,2
5405,2602704,BUENOS AIRES,2604007,CARPINA,1
771,1503754,JACAREACANGA,1503754,Jacareacanga,1
2035,2103505,Colinas,2111102,São João dos Patos,1
6326,2706703,PENEDO,2706703,PENEDO,5
2728,2200053,ACAUÃ,2208007,Picos,5
18266,4309001,Giruá,4317202,Santa Rosa,1
18364,4317707,SANTO ANTÔNIO DAS MISSÕES,4317707,Santo Antônio das Missões,1
8839,3159100,SANTANA DOS MONTES,3106200,Belo Horizonte,1
16937,4215109,RODEIO,4218202,Timbó,3
5818,2600203,Afrânio,2611606,Recife,1
14011,3500709,Agudos,3550308,São Paulo,1
17057,4317004,SANTANA DA BOA VISTA,4301602,BAGÉ,2
1542,2103307,CODÓ,2101202,Bacabal,1
12371,3508207,BURITIZAL,3505500,Barretos,1
16519,4207106,ILHOTA,4205902,Gaspar,1
15725,4118402,PARANAVAÍ,4118402,Paranavaí,6
188,1200203,Cruzeiro do Sul,1200203,Cruzeiro do Sul,5
15583,4118006,PARAÍSO DO NORTE,4115200,Maringá,1
17849,4305975,COXILHA,4314100,Passo Fundo,7
11689,3204203,Piúma,3205200,Vila Velha,1
17134,4305447,CHUVISCA,4303509,Camaquã,5
3313,2311900,SABOEIRO,2304202,Crato,1
8203,2926103,Retirolândia,2930501,Serrinha,1
14380,3521002,IPERÓ,3552205,Sorocaba,2
937,1507409,SÃO FRANCISCO DO PARÁ,1507409,São Francisco do Pará,1
7552,2929800,Saúde,2917508,Jacobina,4
2911,2201929,BONFIM DO PIAUÍ,2211001,Teresina,1
17995,4304903,Casca,4314902,Porto Alegre,1
17063,4301651,Barão,4302105,Bento Gonçalves,2
10009,3160009,SANTO ANTÔNIO DO AVENTUREIRO,3136702,Juiz de Fora,2
9037,3109709,CACHOEIRA DE MINAS,3109709,Cachoeira de Minas,1
14036,3506102,Bebedouro,3550308,São Paulo,2
898,1502608,Colares,1506500,Santa Isabel do Pará,1
17548,4310108,IGREJINHA,4310108,Igrejinha,1
14089,3516309,Francisco Morato,3550308,São Paulo,2
981,1502608,COLARES,1508209,Vigia,2
13689,3544905,SALES OLIVEIRA,3543402,Ribeirão Preto,2
17503,4308250,FLORIANO PEIXOTO,4308904,Getúlio Vargas,2
4197,2408607,PARANÁ,2408003,Mossoró,1
13781,3542602,Registro,3548500,Santos,4
18416,4311791,MARATÁ,4318705,SÃO LEOPOLDO,2
13329,3533908,OLÍMPIA,3533908,Olímpia,4
1116,1705557,COMBINADO,1702406,Arraias,2
19433,5107925,Sorriso,5107925,Sorriso,4
1762,2109056,PORTO RICO DO MARANHÃO,2104909,Guimarães,1
2391,2208858,Riacho Frio,2201903,Bom Jesus,1
17996,4305108,Caxias do Sul,4314902,Porto Alegre,5
15989,4127809,TOMAZINA,4127809,Tomazina,1
4664,2512200,PRATA,2504009,Campina Grande,2
5694,2604155,CASINHAS,2608909,LIMOEIRO,3
9713,3129301,IAPU,3131307,IPATINGA,4
13421,3543600,RIFAINA,3537008,Pedregulho,1
2868,2210953,Tamboril do Piauí,2210607,São Raimundo Nonato,2
20054,5208608,GOIANÉSIA,5211800,JARAGUÁ,2
18493,4321956,TRINDADE DO SUL,4320107,Sarandi,1
3060,2209450,SANTO ANTÔNIO DOS MILAGRES,2211001,Teresina,3
254,1300631,BERURI,1300631,Beruri,1
9938,3104601,ASTOLFO DUTRA,3136702,Juiz de Fora,1
18557,4318200,SÃO FRANCISCO DE PAULA,4321204,Taquara,1
1790,2104677,Governador Nunes Freire,2105302,Imperatriz,1
13149,3517000,GETULINA,3527108,LINS,5
3377,2305308,Ibiapina,2304400,Fortaleza,1
19237,5108857,NOVA MARILÂNDIA,5103502,Diamantino,3
9518,3161304,São Francisco de Sales,3127107,Frutal,1
17909,4318606,SÃO JOSÉ DO OURO,4314100,Passo Fundo,1
4783,2512754,Riachão do Bacamarte,2506905,Itabaiana,2
5654,2613701,SÃO LOURENÇO DA MATA,2607208,Ipojuca,1
2254,2112407,Turiaçu,2111300,São Luís,3
19690,5209903,IACIARA,5208004,Formosa,2
17051,4306601,Dom Pedrito,4301602,Bagé,3
8228,2925501,PRADO,2931350,Teixeira de Freitas,2
11573,3201605,CONCEIÇÃO DA BARRA,3201605,Conceição da Barra,1
162,1100296,Santa Luzia d'Oeste,1100288,Rolim de Moura,2
4448,2414001,TANGARÁ,2411205,Santa Cruz,2
2624,2202083,CAJUEIRO DA PRAIA,2205706,Luís Correia,1
13229,3557204,CHAVANTES,3529005,Marília,1
17269,4300661,ANDRÉ DA ROCHA,4305108,Caxias do Sul,1
1055,1703008,Babaçulândia,1702109,Araguaína,5
16863,4214201,QUILOMBO,4216909,SÃO LOURENÇO DO OESTE,1
10261,3138104,LASSANCE,3143302,Montes Claros,1
5558,2608404,Jurema,2606002,Garanhuns,1
15966,4128534,VENTANIA,4127502,Tibagi,1
10183,3124302,Espinosa,3142908,Monte Azul,2
15147,4127403,TERRA ROXA,4108304,Foz do Iguaçu,1
11772,3302908,MIGUEL PEREIRA,3300308,Barra do Piraí,4
4100,2413508,Serrinha,2404200,Goianinha,1
7360,2933505,WENCESLAU GUIMARÃES,2913903,IPIAÚ,2
20215,5218706,RIANÁPOLIS,5218607,Rialma,1
2532,2203354,DIRCEU ARCOVERDE,2203909,Floriano,1
7981,2921104,Medeiros Neto,2927408,Salvador,1
871,1506104,PRIMAVERA,1506104,Primavera,1
14796,4104907,CASTRO,4104907,Castro,3
13828,3539301,Pirassununga,3549102,São João da Boa Vista,1
5895,2609402,Moreno,2611606,Recife,4
12779,3513603,CUNHA,3513603,Cunha,1
143,1101492,SÃO FRANCISCO DO GUAPORÉ,1100205,Porto Velho,1
3236,2310407,Paramoti,2303709,Caucaia,1
11495,3200706,Atilio Vivacqua,3201209,Cachoeiro de Itapemirim,6
7676,2933109,VÁRZEA DO POÇO,2918407,Juazeiro,1
16417,4204202,Chapecó,4205407,Florianópolis,4
5490,2615805,TUPANATINGA,2604106,Caruaru,1
4979,2507705,JUAZEIRINHO,2507705,Juazeirinho,1
6466,2803807,MALHADA DOS BOIS,2800308,Aracaju,2
15137,4117909,PALOTINA,4108304,Foz do Iguaçu,1
530,1500800,ANANINDEUA,1500800,Ananindeua,4
12871,3503505,AREIAS,3518404,Guaratinguetá,1
9712,3128006,GUANHÃES,3131307,Ipatinga,1
9731,3150539,PINGO-D'ÁGUA,3131307,Ipatinga,1
15340,4103800,Cambira,4112108,Jandaia do Sul,1
63,1100320,São Miguel do Guaporé,1100122,Ji-Paraná,4
15789,4104659,CARAMBEÍ,4119905,Ponta Grossa,5
11911,3300506,BOM JARDIM,3303401,Nova Friburgo,5
12487,3511904,Clementina,3506508,Birigui,3
3724,2302206,Beberibe,2309607,Pacajus,1
7556,2933059,Várzea da Roça,2917508,Jacobina,2
12346,3511409,Cerqueira César,3504503,Avaré,5
17767,4304671,CAPIVARI DO SUL,4313656,Palmares do Sul,1
10770,3129905,IBITIÚRA DE MINAS,3152501,Pouso Alegre,1
7087,2900405,ÁGUA FRIA,2910800,FEIRA DE SANTANA,3
1980,2102903,Carutapera,2109908,Santa Inês,1
12742,3544806,Sales,3511102,Catanduva,3
12775,3541901,Queluz,3513405,Cruzeiro,4
7566,2919058,LAJEDO DO TABOCAL,2917607,JAGUAQUARA,1
10502,3108552,BRASILÂNDIA DE MINAS,3148004,PATOS DE MINAS,1
18798,5002951,CHAPADÃO DO SUL,5002951,Chapadão do Sul,1
1000,1600204,CALÇOENE,1600105,Amapá,1
8046,2930501,Serrinha,2927408,Salvador,2
5371,2602100,BOM CONSELHO,2602100,Bom Conselho,2
3934,2404507,GUAMARÉ,2400208,Açu,2
107,1100106,Guajará-Mirim,1100205,Porto Velho,8
7083,2916302,Itapebi,2910727,Eunápolis,6
16071,4216404,SÃO JOÃO DO SUL,4201406,ARARANGUÁ,3
4154,2400604,ALMINO AFONSO,2408003,Mossoró,1
18171,4315909,RODEIO BONITO,4315909,Rodeio Bonito,1
6533,2804706,NOSSA SENHORA DE LOURDES,2802403,Gararu,1
5237,2512101,Pombal,2516201,Sousa,3
5223,2503753,CAJAZEIRINHAS,2516201,Sousa,2
2423,2209971,São João do Arraial,2202208,Campo Maior,1
437,1302306,JUTAÍ,1304062,Tabatinga,1
7488,2900603,AIQUARA,2915205,Itagibá,1
11822,3305000,São João da Barra,3301009,Campos dos Goytacazes,6
9477,3127909,GRUPIARA,3124807,Estrela do Sul,1
19261,5105176,JURUENA,5105150,Juína,3
9197,3165305,São Vicente de Minas,3115508,Caxambu,1
20175,5204656,Campinaçu,5218003,Porangatu,2
9937,3104403,Argirita,3136702,Juiz de Fora,3
19715,5222302,VILA PROPÍCIO,5208608,Goianésia,3
10135,3122108,DIVINO DAS LARANJEIRAS,3139607,MANTENA,1
10453,3146909,Papagaios,3147105,Pará de Minas,4
13165,3538501,Piquete,3527207,Lorena,2
8206,2930501,SERRINHA,2930501,SERRINHA,4
8641,3117702,Conceição do Rio Verde,3106200,Belo Horizonte,1
13711,3543907,RIO CLARO,3543907,RIO CLARO,5
7466,2916203,Itapé,2914802,Itabuna,5
9804,3133303,ITAOBIM,3133303,ITAOBIM,2
8859,3164308,São Roque de Minas,3106200,Belo Horizonte,1
20070,5211305,Itarumã,5211909,Jataí,2
17843,4304903,CASCA,4314100,PASSO FUNDO,6
3161,2306207,Itaiçaba,2301109,Aracati,2
7362,2902609,BAIXA GRANDE,2914000,IPIRÁ,1
14608,4103453,CAFELÂNDIA,4102000,ASSIS CHATEAUBRIAND,1
5823,2600807,Altinho,2611606,Recife,1
5441,2605608,FLORES,2604106,Caruaru,1
17918,4321469,TIO HUGO,4314100,PASSO FUNDO,5
11624,3200904,Barra de São Francisco,3203908,Nova Venécia,1
6649,2804706,NOSSA SENHORA DE LOURDES,2805703,Propriá,3
2581,2210003,SÃO JOÃO DO PIAUÍ,2203909,Floriano,1
10357,3106606,Bertópolis,3144300,Nanuque,2
19686,5207907,Flores de Goiás,5208004,Formosa,6
287,1301001,Carauari,1301407,Eirunepé,1
15202,4109302,GUARANIAÇU,4109302,GUARANIAÇU,3
5675,2603454,CAMARAGIBE,2607901,JABOATÃO DOS GUARARAPES,1
2785,2201770,Boa Hora,2208403,Piripiri,1
4462,2412302,SÃO JOSÉ DO CAMPESTRE,2411502,Santo Antônio,1
7287,2913507,IGUAÍ,2913507,Iguaí,2
9651,3171808,VIRGINÓPOLIS,3128006,Guanhães,2
17935,4301602,Bagé,4314407,Pelotas,2
7424,2915007,Itaeté,2914703,Itaberaba,4
2109,2103174,CENTRO NOVO DO MARANHÃO,2111300,São Luís,2
5465,2611533,QUIXABA,2604106,Caruaru,1
15001,4118006,Paraíso do Norte,4106902,Curitiba,2
7973,2919702,Macarani,2927408,Salvador,1
9589,3158201,Santa Maria do Suaçuí,3127701,Governador Valadares,3
4196,2408409,Olho-d'Água do Borges,2408003,Mossoró,3
4171,2403301,ENCANTO,2408003,Mossoró,1
12173,3552106,Socorro,3501905,Amparo,1
12924,3522109,ITANHAÉM,3522109,Itanhaém,5
12971,3522505,ITAPEVI,3522505,Itapevi,2
18240,4319125,São Martinho da Serra,4316907,Santa Maria,7
966,1507953,TAILÂNDIA,1507953,Tailândia,1
9931,3137536,LAGOA GRANDE,3136306,João Pinheiro,1
4704,2507408,JERICÓ,2504306,Catolé do Rocha,3
12980,3552700,TABATINGA,3522703,Itápolis,2
7455,2912707,Ibirapitanga,2914802,Itabuna,1
1901,2103109,Cedral,2108603,Pinheiro,3
9055,3165578,SENADOR AMARAL,3110608,Cambuí,3
7212,2922755,NOVA IBIÁ,2911204,Gandu,2
13729,3538808,Piraju,3546405,Santa Cruz do Rio Pardo,1
2424,2210409,São Miguel do Tapuio,2202208,Campo Maior,3
8524,3141306,MEDEIROS,3105103,Bambuí,2
15253,4110508,IPIRANGA,4110508,Ipiranga,1
8232,2903508,BELO CAMPO,2931806,Tremedal,1
18191,4309753,Ibarama,4316808,Santa Cruz do Sul,1
20406,5212501,LUZIÂNIA,5300108,Brasília,2
14595,4125407,SÃO JOSÉ DA BOA VISTA,4101606,Arapoti,1
19758,5204409,CAIAPÔNIA,5208707,Goiânia,3
8801,3151404,Pitangui,3106200,Belo Horizonte,1
347,1300300,Autazes,1302603,Manaus,4
14107,3520509,Indaiatuba,3550308,São Paulo,1
12509,3522901,ITAPUÍ,3507506,Botucatu,1
18440,4314555,PIRAPÓ,4318903,São Luiz Gonzaga,3
5296,2612802,SANTA TEREZINHA,2600104,AFOGADOS DA INGAZEIRA,2
13946,3549250,SÃO JOÃO DE IRACEMA,3549805,São José do Rio Preto,1
7054,2910503,ENTRE RIOS,2910503,Entre Rios,1
2245,2111763,SENADOR LA ROCQUE,2111300,São Luís,1
16571,4208906,JARAGUÁ DO SUL,4208906,Jaraguá do Sul,6
1389,1704105,CENTENÁRIO,1721000,Palmas,2
18775,5007307,RIO NEGRO,5002704,Campo Grande,2
12881,3538501,PIQUETE,3518404,Guaratinguetá,3
20193,5208301,Divinópolis de Goiás,5218300,Posse,3
6541,2802205,FEIRA NOVA,2802908,Itabaiana,2
9482,3169109,TOLEDO,3125101,Extrema,1
11887,3302601,MANGARATIBA,3302601,Mangaratiba,1
7473,2922003,Mucuri,2914802,Itabuna,1
5043,2510402,Olho d'Água,2510808,Patos,4
7942,2914802,Itabuna,2927408,Salvador,5
2567,2208551,Porto Alegre do Piauí,2203909,Floriano,4
7613,2922805,NOVA ITARANA,2918001,Jequié,2
18248,4322376,UNISTALDA,4316907,Santa Maria,1
19805,5209705,HIDROLÂNDIA,5208707,Goiânia,3
13508,3532207,NARANDIBA,3539202,Pirapozinho,1
20073,5213103,MINEIROS,5211909,JATAÍ,3
8867,3168002,Taiobeiras,3106200,Belo Horizonte,1
14485,3519204,Iacri,3555000,Tupã,6
906,1506609,SANTA MARIA DO PARÁ,1506609,Santa Maria do Pará,1
15897,4116950,NOVA ESPERANÇA DO SUDOESTE,4123006,Salto do Lontra,1
13819,3510807,CASA BRANCA,3549102,São João da Boa Vista,1
5151,2509305,MATARACA,2512903,Rio Tinto,1
14628,4111001,Itambaracá,4102406,Bandeirantes,1
15331,4122909,SALTO DO ITARARÉ,4112009,Jaguariaíva,1
14113,3522604,Itapira,3550308,São Paulo,1
17565,4306106,CRUZ ALTA,4310207,Ijuí,2
6777,2906105,Canápolis,2903904,Bom Jesus da Lapa,1
16577,4200408,Água Doce,4209003,Joaçaba,6
14136,3526605,LAVRINHAS,3550308,São Paulo,1
17615,4312617,MUITOS CAPÕES,4311304,LAGOA VERMELHA,2
5813,2408102,Natal,2611606,Recife,2
692,1508035,Tracuateua,1502202,Capanema,2
18158,4305439,CHUÍ,4315602,Rio Grande,3
14012,3501004,Altinópolis,3550308,São Paulo,1
8864,3167103,Serro,3106200,Belo Horizonte,2
1680,2110104,Santa Quitéria do Maranhão,2103208,Chapadinha,2
10278,3145372,Novorizonte,3143302,Montes Claros,3
9936,3103603,Arantina,3136702,Juiz de Fora,3
1840,2105658,JUNCO DO MARANHÃO,2106326,Maracaçumé,1
1206,1718758,Rio Sono,1709302,Guaraí,1
18763,5005608,Miranda,5002704,Campo Grande,4
2397,2202000,BURITI DOS LOPES,2202000,Buriti dos Lopes,1
8904,3164704,São Sebastião do Paraíso,3106214,Belo Horizonte,1
253,1303908,SÃO PAULO DE OLIVENÇA,1300607,Benjamin Constant,1
19080,5101407,ARIPUANÃ,5103254,Colniza,3
3612,2314003,VÁRZEA ALEGRE,2307304,Juazeiro do Norte,1
9890,3135209,Januária,3135209,Januária,4
3609,2312106,SANTANA DO CARIRI,2307304,Juazeiro do Norte,2
11086,3125408,FELÍCIO DOS SANTOS,3167202,Sete Lagoas,1
12268,3539608,PLANALTO,3502804,Araçatuba,2
7740,2922102,MUNDO NOVO,2922102,Mundo Novo,2
16133,4219200,VIDAL RAMOS,4202404,Blumenau,1
14809,4126272,SAUDADE DO IGUAÇU,4105409,Chopinzinho,1
8998,3116159,CHAPADA GAÚCHA,3108602,BRASÍLIA DE MINAS,1
5411,2608503,LAGOA DO ITAENGA,2604007,CARPINA,3
13572,3540853,PRACINHA,3541406,Presidente Prudente,1
6290,2701100,BRANQUINHA,2705507,Murici,1
5466,2611705,Riacho das Almas,2604106,Caruaru,6
13892,3524808,JALES,3549805,São José do Rio Preto,2
20380,4314902,Porto Alegre,5300108,Brasília,5
18722,5002803,CARACOL,5002100,Bela Vista,2
15221,4119301,PINHÃO,4109401,Guarapuava,5
13345,3539103,PIRAPORA DO BOM JESUS,3534401,Osasco,2
15460,4123204,SANTA CECÍLIA DO PAVÃO,4113700,Londrina,4
4829,2501807,Bayeux,2507507,João Pessoa,6
7519,2926657,Ribeirão do Largo,2916401,Itapetinga,1
1886,2106508,MATINHA,2108306,Penalva,1
13031,3515202,ESTRELA D'OESTE,3524808,Jales,2
18619,4319109,São Martinho,4321907,Três Passos,3
4945,2513968,SÃO DOMINGOS,2507507,João Pessoa,1
17885,4312351,Montauri,4314100,Passo Fundo,3
3027,2207553,PAQUETÁ,2211001,Teresina,1
9657,3107604,BOM JESUS DA PENHA,3128709,Guaxupé,2
17719,4309555,HARMONIA,4313409,Novo Hamburgo,1
12361,3549607,SÃO JOSÉ DO BARREIRO,3504909,Bananal,1
4706,2512804,RIACHO DOS CAVALOS,2504306,Catolé do Rocha,3
19357,5106372,Pedra Preta,5107602,Rondonópolis,7
5397,2603702,CANHOTINHO,2603702,Canhotinho,2
19259,5103379,COTRIGUAÇU,5105150,Colniza,2
19842,5213707,MONTES CLAROS DE GOIÁS,5208707,Goiânia,2
16597,4211801,OURO,4209003,JOAÇABA,4
4185,2406007,JOSÉ DA PENHA,2408003,Mossoró,1
4662,2512002,POCINHOS,2504009,CAMPINA GRANDE,6
7239,2919405,Licínio de Almeida,2911709,Guanambi,3
12488,3512506,COROADOS,3506508,BIRIGUI,4
5632,2607950,JAQUEIRA,2607208,Ipojuca,1
19322,5107792,SANTO ANTÔNIO DO LESTE,5107040,Primavera do Leste,3
290,1301654,GUAJARÁ,1301407,EIRUNEPÉ,2
15098,4119806,Planalto,4107207,Dois Vizinhos,1
7584,2911501,GONGOGI,2918001,Jequié,1
17746,4304671,CAPIVARI DO SUL,4313508,Osório,2
15356,4113254,LARANJAL,4113304,LARANJEIRAS DO SUL,2
12531,3554706,TORRINHA,3507902,Brotas,2
